State,count
DELHI,34
MAHARASHTRA,32
KERALA,17
GUJARAT,13
MADHYA PRADESH,8
UTTAR PRADESH,8
RAJASTHAN,8
KARNATAKA,6
ASSAM,5
TAMIL NADU,4
ODISHA,4
ANDHRA PRADESH,3
GOA,2
WEST BENGAL,1
UTTARAKHAND,1
TELANGANA,1
BIHAR,1
ARUNACHAL PRADESH,1
JAMMU & KASHMIR,1
MEGHALAYA,0
MIZORAM,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
PUDUCHERRY,0
JHARKHAND,0
CHHATTISGARH,0
DAMAN AND DIU,0
DADRA AND NAGAR HAVELI,0
CHANDIGARH,0
NAGALAND,0
HARYANA,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
TRIPURA,0
PUNJAB,0
LAKSHADWEEP,0
