State,count
GUJARAT,27
MADHYA PRADESH,21
RAJASTHAN,20
MAHARASHTRA,19
KARNATAKA,16
CHHATTISGARH,14
ANDHRA PRADESH,11
ODISHA,7
TAMIL NADU,5
WEST BENGAL,3
HARYANA,2
DELHI,2
PUNJAB,1
HIMACHAL PRADESH,1
TELANGANA,1
UTTAR PRADESH,1
TRIPURA,0
JAMMU & KASHMIR,0
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
ASSAM,0
GOA,0
JHARKHAND,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
DAMAN AND DIU,0
KERALA,0
MEGHALAYA,0
CHANDIGARH,0
UTTARAKHAND,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
ARUNACHAL PRADESH,0
BIHAR,0
LAKSHADWEEP,0
