State,count
DELHI,10
MAHARASHTRA,7
TAMIL NADU,4
KARNATAKA,4
JAMMU & KASHMIR,3
RAJASTHAN,2
GOA,2
CHHATTISGARH,2
TELANGANA,2
GUJARAT,2
CHANDIGARH,2
PUDUCHERRY,1
UTTAR PRADESH,1
KERALA,1
UTTARAKHAND,1
MADHYA PRADESH,1
ANDHRA PRADESH,1
JHARKHAND,1
WEST BENGAL,1
SIKKIM,0
MIZORAM,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
ODISHA,0
ASSAM,0
ARUNACHAL PRADESH,0
TRIPURA,0
DADRA AND NAGAR HAVELI,0
JAMMU AND KASHMIR,0
MEGHALAYA,0
BIHAR,0
DAMAN AND DIU,0
PUNJAB,0
NAGALAND,0
HARYANA,0
MANIPUR,0
LAKSHADWEEP,0
