State,count
ODISHA,71
JHARKHAND,34
WEST BENGAL,9
MAHARASHTRA,6
DELHI,5
CHHATTISGARH,4
MADHYA PRADESH,2
BIHAR,1
UTTARAKHAND,1
TAMIL NADU,1
KARNATAKA,1
TELANGANA,1
MEGHALAYA,0
KERALA,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
PUDUCHERRY,0
ASSAM,0
GOA,0
GUJARAT,0
UTTAR PRADESH,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
DAMAN AND DIU,0
TRIPURA,0
CHANDIGARH,0
NAGALAND,0
HARYANA,0
MANIPUR,0
RAJASTHAN,0
SIKKIM,0
JAMMU AND KASHMIR,0
ARUNACHAL PRADESH,0
ANDHRA PRADESH,0
PUNJAB,0
LAKSHADWEEP,0
