State,count
DELHI,25
GUJARAT,19
ANDHRA PRADESH,16
MADHYA PRADESH,15
KARNATAKA,14
UTTAR PRADESH,14
BIHAR,13
TELANGANA,13
WEST BENGAL,12
MAHARASHTRA,11
TAMIL NADU,9
UTTARAKHAND,8
GOA,7
ASSAM,6
PUNJAB,6
RAJASTHAN,4
ODISHA,4
KERALA,3
HIMACHAL PRADESH,3
PUDUCHERRY,2
JAMMU & KASHMIR,2
HARYANA,1
MIZORAM,0
ANDAMAN AND NICOBAR ISLANDS,0
JHARKHAND,0
CHHATTISGARH,0
MEGHALAYA,0
DADRA AND NAGAR HAVELI,0
DAMAN AND DIU,0
CHANDIGARH,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
ARUNACHAL PRADESH,0
TRIPURA,0
LAKSHADWEEP,0
