State,count
KARNATAKA,23
DELHI,15
UTTARAKHAND,8
MAHARASHTRA,7
ODISHA,5
KERALA,5
TAMIL NADU,4
ASSAM,4
PUNJAB,4
CHANDIGARH,2
ANDHRA PRADESH,2
GOA,1
GUJARAT,1
RAJASTHAN,1
MADHYA PRADESH,1
BIHAR,1
MEGHALAYA,1
TELANGANA,1
JAMMU AND KASHMIR,0
MIZORAM,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
PUDUCHERRY,0
JHARKHAND,0
CHHATTISGARH,0
ARUNACHAL PRADESH,0
UTTAR PRADESH,0
DADRA AND NAGAR HAVELI,0
SIKKIM,0
JAMMU & KASHMIR,0
WEST BENGAL,0
DAMAN AND DIU,0
TRIPURA,0
NAGALAND,0
HARYANA,0
MANIPUR,0
LAKSHADWEEP,0
